"Gene","UniProt_ID","Protein_Name","Source","Query_Type"
"HSPB5","P02511","Alpha-crystallin B chain","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"HSPC1","P07900","Heat shock protein HSP 90-alpha","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"HSPCA","P07900","Heat shock protein HSP 90-alpha","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"HSS","O60271","C-Jun-amino-terminal kinase-interacting protein 4","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"HUGL","Q15334","Lethal(2) giant larvae protein homolog 1","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"HUGL1","Q15334","Lethal(2) giant larvae protein homolog 1","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"HYAL1","Q12794","Hyaluronidase-1","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"HYBID","Q8WUJ3","Cell migration-inducing and hyaluronan-binding protein","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"HYPA","O75400","Pre-mRNA-processing factor 40 homolog A","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"HYPB","Q9BYW2","Histone-lysine N-methyltransferase SETD2","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"IAP4","O15392","Baculoviral IAP repeat-containing protein 5","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"IBP1","P78318","Immunoglobulin-binding protein 1","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"ICBP90","Q96T88","E3 ubiquitin-protein ligase UHRF1","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"ICERE1","O60443","Gasdermin-E","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"ICK","Q9UPZ9","Serine/threonine-protein kinase ICK","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"ICLN","P54105","Methylosome subunit pICln","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"IGBP1","P78318","Immunoglobulin-binding protein 1","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"IGDCC1","P43146","Netrin receptor DCC","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"IGF1R","P08069","Insulin-like growth factor 1 receptor","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"IGF2BP3","O00425","Insulin-like growth factor 2 mRNA-binding protein 3","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"IGKJRB","Q06330","Recombining binding protein suppressor of hairless","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"IGKJRB1","Q06330","Recombining binding protein suppressor of hairless","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"IGLON1","Q14982","Opioid-binding protein/cell adhesion molecule","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"IGSF4","Q9BY67","Cell adhesion molecule 1","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"IGSF4A","Q9BY67","Cell adhesion molecule 1","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"IHO1","Q8IYA8","Interactor of HORMAD1 protein 1","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"IHRP","Q14624","Inter-alpha-trypsin inhibitor heavy chain H4","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"IL13R","P78552","Interleukin-13 receptor subunit alpha-1","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"IL13RA","P78552","Interleukin-13 receptor subunit alpha-1","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"IL13RA1","P78552","Interleukin-13 receptor subunit alpha-1","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"ILEI","Q92520","Protein FAM3C","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"IMP3","O00425","Insulin-like growth factor 2 mRNA-binding protein 3","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"IMPT1","Q96BI1","Solute carrier family 67 member A1","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"ING1","Q9UK53","Inhibitor of growth protein 1","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"ING3","Q9NXR8","Inhibitor of growth protein 3","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"INI1","Q12824","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"INSL3","P51460","Insulin-like 3","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"INTS6","Q9UL03","Integrator complex subunit 6","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"IRAK4","Q9NWZ3","Interleukin-1 receptor-associated kinase 4","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"IRF1","P10914","Interferon regulatory factor 1","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"IRHOM2","Q6PJF5","Inactive rhomboid protein 2","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"ISCA1","Q9BUE6","Iron-sulfur cluster assembly 1 homolog, mitochondrial","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"ITIH4","Q14624","Inter-alpha-trypsin inhibitor heavy chain H4","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"ITIHL1","Q14624","Inter-alpha-trypsin inhibitor heavy chain H4","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"ITM","Q96BI1","Solute carrier family 67 member A1","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"JAK2","O60674","Tyrosine-protein kinase JAK2","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"JARID1B","Q9UGL1","Lysine-specific demethylase 5B","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"JEN","P78545","ETS-related transcription factor Elf-3","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"JTB","O76095","Protein JTB","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"JTK2","P22455","Fibroblast growth factor receptor 4","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"JTK4","P22607","Fibroblast growth factor receptor 3","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"JTK8","P07948","Tyrosine-protein kinase Lyn","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"KANSL1","Q7Z3B3","KAT8 regulatory NSL complex subunit 1","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"KAP","Q16667","Cyclin-dependent kinase inhibitor 3","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"KCMF1","Q9P0J7","E3 ubiquitin-protein ligase KCMF1","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"KDM5B","Q9UGL1","Lysine-specific demethylase 5B","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"KDR","P35968","Vascular endothelial growth factor receptor 2","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"KET","Q9H3D4","Tumor protein 63","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"KGFR","P21802","Fibroblast growth factor receptor 2","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"KIAA0002","P50990","T-complex protein 1 subunit theta","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"KIAA0044","Q13362","Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit gamma isoform","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"KIAA0081","Q14696","LRP chaperone MESD","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"KIAA0100","Q14667","Bridge-like lipid transfer protein family member 2","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"KIAA0107","Q15008","26S proteasome non-ATPase regulatory subunit 6","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"KIAA0164","Q9NYF8","Bcl-2-associated transcription factor 1","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"KIAA0175","Q14680","Maternal embryonic leucine zipper kinase","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"KIAA0181","Q14686","Nuclear receptor coactivator 6","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"KIAA0183","Q9NZB2","Constitutive coactivator of PPAR-gamma-like protein 1","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"KIAA0189","Q92502","StAR-related lipid transfer protein 8","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"KIAA0203","Q8TDY2","RB1-inducible coiled-coil protein 1","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"KIAA0280","Q92567","Protein FAM168A","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"KIAA0300","O15018","PDZ domain-containing protein 2","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"KIAA0336","Q8IWJ2","GRIP and coiled-coil domain-containing protein 2","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"KIAA0373","O15078","Centrosomal protein of 290 kDa","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"KIAA0376","Q69YQ0","Cytospin-A","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"KIAA0387","Q92932","Receptor-type tyrosine-protein phosphatase N2","UniProt","(ft_mutagen:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"KIAA0419","O43303","Centriolar coiled-coil protein of 110 kDa","UniProt","(ft_mutagen:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"KIAA0437","Q9Y6X0","SET-binding protein","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"KIAA0471","Q5R372","Rab GTPase-activating protein 1-like","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"KIAA0516","O60271","C-Jun-amino-terminal kinase-interacting protein 4","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"KIAA0575","Q4ZG55","Protein GREB1","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"KIAA0697","O75179","Ankyrin repeat domain-containing protein 17","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"KIAA0717","Q9BYZ6","Rho-related BTB domain-containing protein 2","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"KIAA0790","O94885","SAM and SH3 domain-containing protein 1","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"KIAA0796","Q8NF91","Nesprin-1","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"KIAA0859","Q8N6R0","eEF1A lysine and N-terminal methyltransferase","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"KIAA0903","Q8NDI1","EH domain-binding protein 1","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"KIAA0904","Q9NYV4","Cyclin-dependent kinase 12","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"KIAA0928","Q9UPY3","Endoribonuclease Dicer","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"KIAA0936","Q9UPZ9","Serine/threonine-protein kinase ICK","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"KIAA0992","Q8WX93","Palladin","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"KIAA1020","Q96JB3","Hypermethylated in cancer 2 protein","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"KIAA1038","Q9Y450","HBS1-like protein","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"KIAA1042","Q9UPV9","Trafficking kinesin-binding protein 1","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"KIAA1088","Q9NZ71","Regulator of telomere elongation helicase 1","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"KIAA1103","O75410","Transforming acidic coiled-coil-containing protein 1","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"KIAA1199","Q8WUJ3","Cell migration-inducing and hyaluronan-binding protein","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"KIAA1211","Q6ZU35","Capping protein-inhibiting regulator of actin dynamics","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"KIAA1262","Q8NF91","Nesprin-1","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"KIAA1267","Q7Z3B3","KAT8 regulatory NSL complex subunit 1","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"KIAA1288","Q9ULD2","Microtubule-associated tumor suppressor 1","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"KIAA1299","Q9NRF2","SH2B adapter protein 1","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"KIAA1304","Q7Z6B7","SLIT-ROBO Rho GTPase-activating protein 1","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"KIAA1471","Q9H3S7","Tyrosine-protein phosphatase non-receptor type 23","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"KIAA1570","Q8NG31","Outer kinetochore KNL1 complex subunit KNL1","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"KIAA1581","Q9HCJ1","Mineralization regulator ANKH","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"KIAA1597","Q9HCH5","Synaptotagmin-like protein 2","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"KIAA1708","Q7Z4S6","Kinesin-like protein KIF21A","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"KIAA1723","Q96QB1","Rho GTPase-activating protein 7","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"KIAA1732","Q9BYW2","Histone-lysine N-methyltransferase SETD2","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"KIAA1741","Q9C0C2","182 kDa tankyrase-1-binding protein","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"KIAA1743","Q5VWQ8","Disabled homolog 2-interacting protein","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"KIAA1756","Q8NF91","Nesprin-1","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"KIAA1760","Q9Y3S1","Serine/threonine-protein kinase WNK2","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"KIAA1772","Q9C091","GREB1-like protein","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"KIAA1784","Q8IY92","Structure-specific endonuclease subunit SLX4","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"KIAA1873","Q6IMN6","Caprin-2","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"KIAA1892","Q5T6F0","DDB1- and CUL4-associated factor 12","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"KIAA1901","Q96PY6","Serine/threonine-protein kinase Nek1","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"KIAA1967","Q8N163","Cell cycle and apoptosis regulator protein 2","UniProt","(ft_mutagen:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"KIAA1976","Q6ZN44","Netrin receptor UNC5A","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"KIAA1987","Q8IY92","Structure-specific endonuclease subunit SLX4","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"KIF15","Q9NS87","Kinesin-like protein KIF15","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"KIF2","Q7Z4S6","Kinesin-like protein KIF21A","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"KIF20B","Q96Q89","Kinesin-like protein KIF20B","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"KIF21A","Q7Z4S6","Kinesin-like protein KIF21A","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"KILLER","O14763","Tumor necrosis factor receptor superfamily member 10B","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"KIND1","Q9BQL6","Fermitin family homolog 1","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"KIP1","P46527","Cyclin-dependent kinase inhibitor 1B","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"KIT","P10721","Mast/stem cell growth factor receptor Kit","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"KLF6","Q99612","Krueppel-like factor 6","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"KLK8","O60259","Kallikrein-8","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"KLLN","B2CW77","Killin","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"KLP2","Q9NS87","Kinesin-like protein KIF15","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"KMHN1","Q8TBZ0","Coiled-coil domain-containing protein 110","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"KMT3A","Q9BYW2","Histone-lysine N-methyltransferase SETD2","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"KNL1","Q8NG31","Outer kinetochore KNL1 complex subunit KNL1","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"KNSL7","Q9NS87","Kinesin-like protein KIF15","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"KNTC2","O14777","Kinetochore protein NDC80 homolog","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"KOC1","O00425","Insulin-like growth factor 2 mRNA-binding protein 3","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"KRAS","P01116","GTPase KRas","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"KRAS2","P01116","GTPase KRas","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"KRMP1","Q96Q89","Kinesin-like protein KIF20B","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"KSAM","P21802","Fibroblast growth factor receptor 2","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"KUA","A5PLL7","Plasmanylethanolamine desaturase 1","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"LAGE1","O75638","Cancer/testis antigen 2","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"LAGE2","P78358","Cancer/testis antigen 1","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
