Gene,Database_Count,Databases,Confidence_Level
AKAP5,1,opentargets,Low
P2RY13,1,opentargets,Low
MERTK,1,opentargets,Low
GUSB,1,opentargets,Low
RNF19A,1,opentargets,Low
CLP1,1,opentargets,Low
ENSG00000279284,1,opentargets,Low
SLC25A3,1,opentargets,Low
H2AZ2,1,opentargets,Low
G6PC2,1,opentargets,Low
CD46,1,opentargets,Low
IFNAR2,1,opentargets,Low
NDUFB7,1,opentargets,Low
TLE3,1,opentargets,Low
IL1RN,1,opentargets,Low
SRC,1,opentargets,Low
GSR,1,opentargets,Low
NDUFA11,1,opentargets,Low
OPN1LW,1,opentargets,Low
MYOZ2,1,opentargets,Low
POLR1B,1,opentargets,Low
OMG,1,opentargets,Low
ELMO1,1,opentargets,Low
CSF3,1,opentargets,Low
EGFR,1,opentargets,Low
ADGRL3,1,opentargets,Low
ANKK1,1,opentargets,Low
KCNK6,1,opentargets,Low
RCBTB1,1,opentargets,Low
ZNF234,1,opentargets,Low
PINK1,1,opentargets,Low
HDAC4,1,opentargets,Low
NDUFA10,1,opentargets,Low
GDI1,1,opentargets,Low
GGTLC4P,1,opentargets,Low
ELP4,1,opentargets,Low
DHX40,1,opentargets,Low
HMGB1,1,opentargets,Low
CEP57L1,1,opentargets,Low
NR4A1,1,opentargets,Low
WNT1,1,opentargets,Low
SELE,1,opentargets,Low
SARDH,1,opentargets,Low
SH2D5,1,opentargets,Low
GRAP2,1,opentargets,Low
OPRL1,1,opentargets,Low
COL5A2,1,opentargets,Low
MEIOSIN,1,opentargets,Low
UCHL1,1,opentargets,Low
MYH7,1,opentargets,Low
IL4,1,opentargets,Low
MED14,1,opentargets,Low
GRIK1,1,opentargets,Low
ADRB1,1,opentargets,Low
ZBTB48,1,opentargets,Low
ANK1,1,opentargets,Low
TP53INP2,1,opentargets,Low
QTMAN,1,opentargets,Low
F10,1,opentargets,Low
EPHB2,1,opentargets,Low
PARP1,1,opentargets,Low
TMPO,1,opentargets,Low
BET1L,1,opentargets,Low
SOX5,1,opentargets,Low
EBI3,1,opentargets,Low
CRY2,1,opentargets,Low
FCHO2,1,opentargets,Low
RORA,1,opentargets,Low
H2AZ1,1,opentargets,Low
EIF4E,1,opentargets,Low
GSTK1,1,opentargets,Low
VSNL1,1,opentargets,Low
CXCR3,1,opentargets,Low
NCF4,1,opentargets,Low
CX3CR1,1,opentargets,Low
AHSA1,1,opentargets,Low
CA4,1,opentargets,Low
NEAT1,1,opentargets,Low
IL17A,1,opentargets,Low
PCDH11X,1,opentargets,Low
ITGAL,1,opentargets,Low
GFUS,1,opentargets,Low
P2RX3,1,opentargets,Low
C3orf49,1,opentargets,Low
MGLL,1,opentargets,Low
OGG1,1,opentargets,Low
OXT,1,opentargets,Low
STIM2,1,opentargets,Low
OCLN,1,opentargets,Low
BCAM,1,opentargets,Low
PTH1R,1,opentargets,Low
MAP3K20,1,opentargets,Low
TREM1,1,opentargets,Low
ACTB,1,opentargets,Low
CAMK2A,1,opentargets,Low
POU2F1,1,opentargets,Low
CCL27,1,opentargets,Low
NDUFA7,1,opentargets,Low
FAM86B3P,1,opentargets,Low
MFSD11,1,opentargets,Low
PLCL1,1,opentargets,Low
PVT1,1,opentargets,Low
UTP6,1,opentargets,Low
MYCBP,1,opentargets,Low
CEACAM5,1,opentargets,Low
RXRA,1,opentargets,Low
IL7R,1,opentargets,Low
NDUFB8,1,opentargets,Low
OPN1MW,1,opentargets,Low
VWF,1,opentargets,Low
ITPRID2,1,opentargets,Low
IFNB1,1,opentargets,Low
GPER1,1,opentargets,Low
PROS1,1,opentargets,Low
ISYNA1,1,opentargets,Low
COX19,1,opentargets,Low
SRSF5,1,opentargets,Low
MT1E,1,opentargets,Low
GGH,1,opentargets,Low
RTN4,1,opentargets,Low
RB1CC1,1,opentargets,Low
TRPC4,1,opentargets,Low
NPY,1,opentargets,Low
OLFM1,1,opentargets,Low
KCNG4,1,opentargets,Low
SMN1,1,opentargets,Low
CAPG,1,opentargets,Low
NDUFS1,1,opentargets,Low
TOX3,1,opentargets,Low
VCP,1,opentargets,Low
TNC,1,opentargets,Low
MTCO2P12,1,opentargets,Low
SMYD3-AS1,1,gwasrapidd,Low
LOC105372401,1,gwasrapidd,Low
LOC100133077,1,gwasrapidd,Low
OR4C4P,1,gwasrapidd,Low
FXR2,1,gwasrapidd,Low
ADGRB3,1,gwasrapidd,Low
LOC107987243,1,gwasrapidd,Low
SUGCT-AS1,1,gwasrapidd,Low
LOC124904659,1,gwasrapidd,Low
MYO18A,1,gwasrapidd,Low
TALAM1,1,gwasrapidd,Low
LOC107984174,1,gwasrapidd,Low
LOC124906248,1,gwasrapidd,Low
MIR941-5,1,gwasrapidd,Low
NOL4L-AS1,1,gwasrapidd,Low
LINC01942,1,gwasrapidd,Low
CBLN4,1,gwasrapidd,Low
NCF1,1,gwasrapidd,Low
MAJIN,1,gwasrapidd,Low
LINC02118,1,gwasrapidd,Low
LOC349160,1,gwasrapidd,Low
CTNNA3,1,gwasrapidd,Low
LINC02241,1,gwasrapidd,Low
MIR6871,1,gwasrapidd,Low
LOC124902670,1,gwasrapidd,Low
LOC124904972,1,gwasrapidd,Low
LOC107984282,1,gwasrapidd,Low
RPL10AP9,1,gwasrapidd,Low
LOC124903539,1,gwasrapidd,Low
EIF4EP2,1,gwasrapidd,Low
LOC124900330,1,gwasrapidd,Low
DRICH1,1,gwasrapidd,Low
LOC101929650,1,gwasrapidd,Low
GPR139,1,gwasrapidd,Low
LOC105373722,1,gwasrapidd,Low
RAD52P1,1,gwasrapidd,Low
MIR1236,1,gwasrapidd,Low
NCAN,1,gwasrapidd,Low
CCDC172,1,gwasrapidd,Low
WHR1B,1,gwasrapidd,Low
TNN,1,gwasrapidd,Low
SHMT2,1,gwasrapidd,Low
LOC124901233,1,gwasrapidd,Low
LOC124901927,1,gwasrapidd,Low
RNU6-1243P,1,gwasrapidd,Low
RASGEF1C,1,gwasrapidd,Low
AXL,1,gwasrapidd,Low
TUBB,1,gwasrapidd,Low
RPL36AP26,1,gwasrapidd,Low
RAB5B,1,gwasrapidd,Low
LOC105375630,1,gwasrapidd,Low
LSM2,1,gwasrapidd,Low
FAM24B-CUZD1,1,gwasrapidd,Low
MIR10A,1,gwasrapidd,Low
SPI1,1,gwasrapidd,Low
MIR3618,1,gwasrapidd,Low
Y_RNA,1,gwasrapidd,Low
LINC02156,1,gwasrapidd,Low
RNU6-653P,1,gwasrapidd,Low
ATF7-NPFF,1,gwasrapidd,Low
LOC101930421,1,gwasrapidd,Low
LOC105372862,1,gwasrapidd,Low
LOC124901850,1,gwasrapidd,Low
LOC105370955,1,gwasrapidd,Low
LOC105375167,1,gwasrapidd,Low
NASPP1,1,gwasrapidd,Low
LOC107985828,1,gwasrapidd,Low
ADM-DT,1,gwasrapidd,Low
MTCO2P31,1,gwasrapidd,Low
MIR6878,1,gwasrapidd,Low
MIR6889,1,gwasrapidd,Low
LOC124901481,1,gwasrapidd,Low
CDH4-AS1,1,gwasrapidd,Low
MMADHC-DT,1,gwasrapidd,Low
LOC112268269,1,gwasrapidd,Low
ST7,1,gwasrapidd,Low
LOC124900609,1,gwasrapidd,Low
DIP2C-AS1,1,gwasrapidd,Low
LOC124901230,1,gwasrapidd,Low
B3GNT9,1,gwasrapidd,Low
NUDT3,1,gwasrapidd,Low
LINC01718,1,gwasrapidd,Low
MIR1469,1,gwasrapidd,Low
LOC105376418,1,gwasrapidd,Low
RPL37P25,1,gwasrapidd,Low
MORN1,1,gwasrapidd,Low
CYB5RL,1,gwasrapidd,Low
RAP1BL,1,gwasrapidd,Low
LOC124905083,1,gwasrapidd,Low
C5orf15,1,gwasrapidd,Low
ZNF511,1,gwasrapidd,Low
RPL26P21,1,gwasrapidd,Low
FAM230I,1,gwasrapidd,Low
LOC105378407,1,gwasrapidd,Low
MIR202,1,gwasrapidd,Low
MUC13,1,gwasrapidd,Low
RPS6P17,1,gwasrapidd,Low
MIR132,1,gwasrapidd,Low
GNL3,1,gwasrapidd,Low
PTPRD-AS1,1,gwasrapidd,Low
LOC124902385,1,gwasrapidd,Low
CDCA5,1,gwasrapidd,Low
CAMTA1-AS3,1,gwasrapidd,Low
SPRN,1,gwasrapidd,Low
RN7SL22P,1,gwasrapidd,Low
LOC105370569,1,gwasrapidd,Low
OSBPL5,1,gwasrapidd,Low
HEG1,1,gwasrapidd,Low
LOC124904355,1,gwasrapidd,Low
RN7SL797P,1,gwasrapidd,Low
MMP17,1,gwasrapidd,Low
ERBB4,1,gwasrapidd,Low
UGT1A3,1,gwasrapidd,Low
ZMIZ1-AS1,1,gwasrapidd,Low
LOC100422524,1,gwasrapidd,Low
SMARCAL1-AS1,1,gwasrapidd,Low
LOC107984563,1,gwasrapidd,Low
PSTK,1,gwasrapidd,Low
LOC107987014,1,gwasrapidd,Low
MIR6835,1,gwasrapidd,Low
LOC107986931,1,gwasrapidd,Low
HCG4P11,1,gwasrapidd,Low
MIR548Q,1,gwasrapidd,Low
ZEB2-AS1,1,gwasrapidd,Low
RNA5SP378,1,gwasrapidd,Low
WSPAR,1,gwasrapidd,Low
TRADD,1,gwasrapidd,Low
RNU6-1224P,1,gwasrapidd,Low
MIR3616,1,gwasrapidd,Low
HOXB-AS4,1,gwasrapidd,Low
EYS,1,gwasrapidd,Low
OR5V1,1,gwasrapidd,Low
DNAI4,1,gwasrapidd,Low
LOC107985398,1,gwasrapidd,Low
TAAR3P,1,gwasrapidd,Low
RNU6-11P,1,gwasrapidd,Low
LOC124906032,1,gwasrapidd,Low
STRADA,1,gwasrapidd,Low
PSMC1P3,1,gwasrapidd,Low
LOC124902498,1,gwasrapidd,Low
LOC124902946,1,gwasrapidd,Low
ADGRB3-DT,1,gwasrapidd,Low
HDDC3,1,gwasrapidd,Low
GTF2I-AS1,1,gwasrapidd,Low
FBXW12,1,gwasrapidd,Low
MIR7849,1,gwasrapidd,Low
FOXP1,1,gwasrapidd,Low
ST7-AS2,1,gwasrapidd,Low
LINC01963,1,gwasrapidd,Low
LOC124900525,1,gwasrapidd,Low
MIR6880,1,gwasrapidd,Low
TCEANC2,1,gwasrapidd,Low
METTL16,1,gwasrapidd,Low
LOC100422497,1,gwasrapidd,Low
NEU1,1,gwasrapidd,Low
SLC35D2-HSD17B3,1,gwasrapidd,Low
LOC442064,1,gwasrapidd,Low
ULK2,1,gwasrapidd,Low
LOC124904379,1,gwasrapidd,Low
RN7SL134P,1,gwasrapidd,Low
RN7SKP69,1,gwasrapidd,Low
PABPC4-AS1,1,gwasrapidd,Low
ZNF143,1,gwasrapidd,Low
GPR182,1,gwasrapidd,Low
LOC105378593,1,gwasrapidd,Low
LOC107986853,1,gwasrapidd,Low
LOC105378605,1,gwasrapidd,Low
RNU6-1007P,1,gwasrapidd,Low
MED22,1,gwasrapidd,Low
TOMM20L-DT,1,gwasrapidd,Low
OR2H5P,1,gwasrapidd,Low
LOC105375166,1,gwasrapidd,Low
GRID1,1,gwasrapidd,Low
LOC101060064,1,gwasrapidd,Low
UBD,1,gwasrapidd,Low
TMEM51-AS2,1,gwasrapidd,Low
MIR6853,1,gwasrapidd,Low
LOC102724719,1,gwasrapidd,Low
ANAPC16,1,gwasrapidd,Low
LINC01863,1,gwasrapidd,Low
RNA5SP200,1,gwasrapidd,Low
MARCHF10,1,gwasrapidd,Low
ADAMTSL4-AS2,1,gwasrapidd,Low
LOC102724612,1,gwasrapidd,Low
LOC100507547,1,gwasrapidd,Low
MIR6870,1,gwasrapidd,Low
MIR212,1,gwasrapidd,Low
LOC124901218,1,gwasrapidd,Low
LOC124903556,1,gwasrapidd,Low
DYNC2H1,1,gwasrapidd,Low
TUBGCP2,1,gwasrapidd,Low
LOC105375138,1,gwasrapidd,Low
LOC105378406,1,gwasrapidd,Low
LOC100533677,1,gwasrapidd,Low
HLA-F,1,gwasrapidd,Low
API5,1,gwasrapidd,Low
GTF2IRD1,1,gwasrapidd,Low
LOC105376240,1,gwasrapidd,Low
LINC01829,1,gwasrapidd,Low
RPSAP51,1,gwasrapidd,Low
LOC100652999,1,gwasrapidd,Low
RNU6-584P,1,gwasrapidd,Low
DPH1-AS1,1,gwasrapidd,Low
LOC107984270,1,gwasrapidd,Low
PHB1P15,1,gwasrapidd,Low
RPSAP74,1,gwasrapidd,Low
MTG1,1,gwasrapidd,Low
SPEM2,1,gwasrapidd,Low
LOC107984735,1,gwasrapidd,Low
LINC02676,1,gwasrapidd,Low
LOC124903059,1,gwasrapidd,Low
FRMD4A,1,gwasrapidd,Low
KCTD16,1,gwasrapidd,Low
RN7SL531P,1,gwasrapidd,Low
DNAJC5,1,gwasrapidd,Low
LRRTM3,1,gwasrapidd,Low
LOC105371117,1,gwasrapidd,Low
LINC02040,1,gwasrapidd,Low
UBE3B,1,gwasrapidd,Low
LOC105377202,1,gwasrapidd,Low
RPS10P19,1,gwasrapidd,Low
RCN2,1,gwasrapidd,Low
PRSS29P,1,gwasrapidd,Low
MTCO3P14,1,gwasrapidd,Low
ITPK1-AS1,1,gwasrapidd,Low
STK19B,1,gwasrapidd,Low
LOC100506576,1,gwasrapidd,Low
RN7SL600P,1,gwasrapidd,Low
MIR4655,1,gwasrapidd,Low
RN7SL255P,1,gwasrapidd,Low
CTR9,1,gwasrapidd,Low
DCAF5,1,gwasrapidd,Low
CYCSP55,1,gwasrapidd,Low
DIP2C,1,gwasrapidd,Low
MAPK9,1,gwasrapidd,Low
RNU7-181P,1,gwasrapidd,Low
LOC390638,1,gwasrapidd,Low
VPS37D,1,gwasrapidd,Low
LOC729683,1,gwasrapidd,Low
LOC100128121,1,gwasrapidd,Low
LOC124904512,1,gwasrapidd,Low
RNU6-1016P,1,gwasrapidd,Low
PAPPA-AS1,1,gwasrapidd,Low
SBF2,1,gwasrapidd,Low
NCAL1,1,gwasrapidd,Low
OSBPL9P1,1,gwasrapidd,Low
PUS1-AS1,1,gwasrapidd,Low
LOC107984273,1,gwasrapidd,Low
CADM2-AS1,1,gwasrapidd,Low
PLCE1-AS1,1,gwasrapidd,Low
NGRNP4,1,gwasrapidd,Low
TNIP2P1,1,gwasrapidd,Low
RAB30-DT,1,gwasrapidd,Low
LOC124902504,1,gwasrapidd,Low
LINC02238,1,gwasrapidd,Low
GPSM3,1,gwasrapidd,Low
BFSP1,1,gwasrapidd,Low
SYVN1,1,gwasrapidd,Low
MIR6721,1,gwasrapidd,Low
SCYL1,1,gwasrapidd,Low
LOC105372592,1,gwasrapidd,Low
RNU6-1218P,1,gwasrapidd,Low
UGT1A5,1,gwasrapidd,Low
LOC105378796,1,gwasrapidd,Low
LOC128966744,1,gwasrapidd,Low
RNA5SP360,1,gwasrapidd,Low
LOC107985984,1,gwasrapidd,Low
LINC02210-CRHR1,1,gwasrapidd,Low
RPS15P7,1,gwasrapidd,Low
ASB15,1,gwasrapidd,Low
ZCCHC14-DT,1,gwasrapidd,Low
HABP4,1,gwasrapidd,Low
MIR10B,1,gwasrapidd,Low
SMC3,1,gwasrapidd,Low
RGL4P1,1,gwasrapidd,Low
UNC45A,1,gwasrapidd,Low
TPD52L2,1,gwasrapidd,Low
HOXB1,1,gwasrapidd,Low
LOC105369460,1,gwasrapidd,Low
GLRX3,1,gwasrapidd,Low
HMGB1P4,1,gwasrapidd,Low
FGF11,1,gwasrapidd,Low
LOC124902949,1,gwasrapidd,Low
FAU,1,gwasrapidd,Low
LOC124906367,1,gwasrapidd,Low
LOC105375047,1,gwasrapidd,Low
KSR2,1,gwasrapidd,Low
LOC101927898,1,gwasrapidd,Low
HBZP1,1,gwasrapidd,Low
LOC124904656,1,gwasrapidd,Low
RNU6-842P,1,gwasrapidd,Low
RPL6P5,1,gwasrapidd,Low
KANK1,1,gwasrapidd,Low
LOC107986166,1,gwasrapidd,Low
PSTPIP2,1,gwasrapidd,Low
MIR4527,1,gwasrapidd,Low
LINC01486,1,gwasrapidd,Low
PLSCR3,1,gwasrapidd,Low
VPS51,1,gwasrapidd,Low
HJURP,1,gwasrapidd,Low
LOC124904288,1,gwasrapidd,Low
LOC124901124,1,gwasrapidd,Low
LINC02665,1,gwasrapidd,Low
CDKN2A-AS1,1,gwasrapidd,Low
LMOD2,1,gwasrapidd,Low
IMMP2L,1,gwasrapidd,Low
TPSP2,1,gwasrapidd,Low
LOC646927,1,gwasrapidd,Low
PPIAP82,1,gwasrapidd,Low
INKA2,1,gwasrapidd,Low
TCERG1,1,gwasrapidd,Low
LOC124900512,1,gwasrapidd,Low
ADD1,1,gwasrapidd,Low
HNRNPKP3,1,gwasrapidd,Low
MTND4LP20,1,gwasrapidd,Low
BICC1,1,gwasrapidd,Low
ODF1,1,gwasrapidd,Low
TACC2,1,gwasrapidd,Low
NBEA,1,gwasrapidd,Low
LOC124901618,1,gwasrapidd,Low
RNU6-510P,1,gwasrapidd,Low
MAN2A2,1,gwasrapidd,Low
LOC105375467,1,gwasrapidd,Low
LOC100421855,1,gwasrapidd,Low
LOC124901323,1,gwasrapidd,Low
LOC107985291,1,gwasrapidd,Low
RPL21P103,1,gwasrapidd,Low
LOC100419870,1,gwasrapidd,Low
MIR4487,1,gwasrapidd,Low
ATF7,1,gwasrapidd,Low
E2F4P1,1,gwasrapidd,Low
LOC105372920,1,gwasrapidd,Low
LOC102725258,1,gwasrapidd,Low
MTCYBP6,1,gwasrapidd,Low
LOC100419096,1,gwasrapidd,Low
WASL,1,gwasrapidd,Low
SNORA55,1,gwasrapidd,Low
MIR4690,1,gwasrapidd,Low
ATP6V0B,1,gwasrapidd,Low
IRF4,1,gwasrapidd,Low
POC1B-AS1,1,gwasrapidd,Low
ZDHHC24,1,gwasrapidd,Low
TGS1,1,gwasrapidd,Low
LOC124900913,1,gwasrapidd,Low
DNAJC30,1,gwasrapidd,Low
LOC105375845,1,gwasrapidd,Low
LOC105371808,1,gwasrapidd,Low
EZH2P1,1,gwasrapidd,Low
LOC105370027,1,gwasrapidd,Low
LOC124901973,1,gwasrapidd,Low
HYAL6P,1,gwasrapidd,Low
RNU6-341P,1,gwasrapidd,Low
HAPLN4,1,gwasrapidd,Low
LOC124900382,1,gwasrapidd,Low
RBM27,1,gwasrapidd,Low
LOC105375594,1,gwasrapidd,Low
PDE3B,1,gwasrapidd,Low
HNRNPA1P5,1,gwasrapidd,Low
GTDC1,1,gwasrapidd,Low
LINC01661,1,gwasrapidd,Low
OXCT2P1,1,gwasrapidd,Low
LOC124904088,1,gwasrapidd,Low
LINC02059,1,gwasrapidd,Low
RPS6KL1,1,gwasrapidd,Low
CCDC107,1,gwasrapidd,Low
SOX15,1,gwasrapidd,Low
LINC02891,1,gwasrapidd,Low
LINC02058,1,gwasrapidd,Low
RTCB,1,gwasrapidd,Low
NACC1-AS1,1,gwasrapidd,Low
CDH13-AS1,1,gwasrapidd,Low
RPL21P81,1,gwasrapidd,Low
LPP,1,gwasrapidd,Low
CA9,1,gwasrapidd,Low
LOC107985118,1,gwasrapidd,Low
MIR6751,1,gwasrapidd,Low
RN7SKP246,1,gwasrapidd,Low
LOC105372106,1,gwasrapidd,Low
LOC124903519,1,gwasrapidd,Low
ARL5AP2,1,gwasrapidd,Low
KRT18P50,1,gwasrapidd,Low
BORCS7,1,gwasrapidd,Low
LOC105375655,1,gwasrapidd,Low
LOC107985028,1,gwasrapidd,Low
MIR4294,1,gwasrapidd,Low
TAAR8,1,gwasrapidd,Low
PTGES3P4,1,gwasrapidd,Low
LOC105376079,1,gwasrapidd,Low
LARP4B,1,gwasrapidd,Low
BCL7B,1,gwasrapidd,Low
MIR1178,1,gwasrapidd,Low
YWHAQP1,1,gwasrapidd,Low
UGT1A10,1,gwasrapidd,Low
MASCRNA,1,gwasrapidd,Low
SGSH,1,gwasrapidd,Low
MIR6507,1,gwasrapidd,Low
COX7BP2,1,gwasrapidd,Low
SURF2,1,gwasrapidd,Low
RNA5SP365,1,gwasrapidd,Low
CACNA1B-AS1,1,gwasrapidd,Low
LOC107986722,1,gwasrapidd,Low
EBF2,1,gwasrapidd,Low
AFAP1-AS1,1,gwasrapidd,Low
LOC100419059,1,gwasrapidd,Low
LOC285453,1,gwasrapidd,Low
LINC03003,1,gwasrapidd,Low
RN7SL353P,1,gwasrapidd,Low
BCKDHA,1,gwasrapidd,Low
PIGFP2,1,gwasrapidd,Low
RNU6-657P,1,gwasrapidd,Low
LNCPTCTS,1,gwasrapidd,Low
LOC124903748,1,gwasrapidd,Low
SVIL2P,1,gwasrapidd,Low
PDRG1,1,gwasrapidd,Low
U2,1,gwasrapidd,Low
UGT1A9,1,gwasrapidd,Low
MIR602,1,gwasrapidd,Low
MIR4480,1,gwasrapidd,Low
RERE-AS1,1,gwasrapidd,Low
MIR4503,1,gwasrapidd,Low
HOXD10,1,gwasrapidd,Low
LINC02740,1,gwasrapidd,Low
SUOX,1,gwasrapidd,Low
RNY3P3,1,gwasrapidd,Low
RAPGEF4-AS1,1,gwasrapidd,Low
LOC112268087,1,gwasrapidd,Low
ARL2,1,gwasrapidd,Low
LOC100128310,1,gwasrapidd,Low
PFN1P11,1,gwasrapidd,Low
HNRNPRP1,1,gwasrapidd,Low
ATP7BP1,1,gwasrapidd,Low
LOC389199,1,gwasrapidd,Low
MARK2P18,1,gwasrapidd,Low
RNU6-380P,1,gwasrapidd,Low
LOC105375686,1,gwasrapidd,Low
ACTBP9,1,gwasrapidd,Low
RPS15AP24,1,gwasrapidd,Low
RPL15P14,1,gwasrapidd,Low
DSTN,1,gwasrapidd,Low
MANEAL,1,gwasrapidd,Low
LOC124903232,1,gwasrapidd,Low
MXD3,1,gwasrapidd,Low
CAP1P1,1,gwasrapidd,Low
PRPF18,1,gwasrapidd,Low
LOC105371042,1,gwasrapidd,Low
RPL12P20,1,gwasrapidd,Low
PPT2-EGFL8,1,gwasrapidd,Low
MIR9-1,1,gwasrapidd,Low
LOC107984499,1,gwasrapidd,Low
LOC105376157,1,gwasrapidd,Low
DPP6,1,gwasrapidd,Low
TLK2,1,gwasrapidd,Low
HPS1,1,gwasrapidd,Low
HOXD12,1,gwasrapidd,Low
LINC02489,1,gwasrapidd,Low
LOC124904069,1,gwasrapidd,Low
LOC100286973,1,gwasrapidd,Low
LOC105375074,1,gwasrapidd,Low
FAM221B,1,gwasrapidd,Low
NOL4L-DT,1,gwasrapidd,Low
LOC107985391,1,gwasrapidd,Low
LOC124903512,1,gwasrapidd,Low
LOC124904264,1,gwasrapidd,Low
RPS4Y1P1,1,gwasrapidd,Low
LOC105377731,1,gwasrapidd,Low
LOC124903723,1,gwasrapidd,Low
LINC01165,1,gwasrapidd,Low
LGALS7,1,gwasrapidd,Low
UBE2D1,1,gwasrapidd,Low
L3MBTL2-AS1,1,gwasrapidd,Low
RAC1P2,1,gwasrapidd,Low
OR11A1,1,gwasrapidd,Low
GRM4,1,gwasrapidd,Low
GAPDHP24,1,gwasrapidd,Low
OTUD6B,1,gwasrapidd,Low
LOC124901213,1,gwasrapidd,Low
LINC00877,1,gwasrapidd,Low
LOC107985026,1,gwasrapidd,Low
TTC1,1,gwasrapidd,Low
NDUFA5P8,1,gwasrapidd,Low
UBE2D3-AS1,1,gwasrapidd,Low
SLC25A5P9,1,gwasrapidd,Low
RFPL3,1,gwasrapidd,Low
SEM1P1,1,gwasrapidd,Low
LINC02646,1,gwasrapidd,Low
LOC124901025,1,gwasrapidd,Low
RPL34P3,1,gwasrapidd,Low
LOC124901727,1,gwasrapidd,Low
LOC105372107,1,gwasrapidd,Low
LINC02935,1,gwasrapidd,Low
CCDC47,1,gwasrapidd,Low
FZD9,1,gwasrapidd,Low
ACTR3BP4,1,gwasrapidd,Low
LOC124909422,1,gwasrapidd,Low
LINC01985,1,gwasrapidd,Low
PRAP1,1,gwasrapidd,Low
LOC124904886,1,gwasrapidd,Low
LINC03032,1,gwasrapidd,Low
ACTN3,1,gwasrapidd,Low
PPP4R4,1,gwasrapidd,Low
USH2A,1,gwasrapidd,Low
MIR6852,1,gwasrapidd,Low
SERPINA9,1,gwasrapidd,Low
MIR4494,1,gwasrapidd,Low
ELMO3,1,gwasrapidd,Low
PRC1-AS1,1,gwasrapidd,Low
LOC105371623,1,gwasrapidd,Low
PCF11,1,gwasrapidd,Low
LINC02235,1,gwasrapidd,Low
CPS1-IT1,1,gwasrapidd,Low
RNU6-386P,1,gwasrapidd,Low
SLC26A2,1,gwasrapidd,Low
RN7SKP8,1,gwasrapidd,Low
RPL12P42,1,gwasrapidd,Low
INPP5B-AS1,1,gwasrapidd,Low
7SK,1,gwasrapidd,Low
PGBD4P8,1,gwasrapidd,Low
LOC112268239,1,gwasrapidd,Low
RPL9P15,1,gwasrapidd,Low
PPIAP39,1,gwasrapidd,Low
SPP2,1,gwasrapidd,Low
LOC124903212,1,gwasrapidd,Low
CASC15,1,gwasrapidd,Low
RNU5F-5P,1,gwasrapidd,Low
LOC124903660,1,gwasrapidd,Low
OVCA2,1,gwasrapidd,Low
RPL18AP1,1,gwasrapidd,Low
SYN3,1,gwasrapidd,Low
FAAP20,1,gwasrapidd,Low
ERCC6L2-AS1,1,gwasrapidd,Low
POU5F1P2,1,gwasrapidd,Low
SUV39H2-DT,1,gwasrapidd,Low
LOC124901427,1,gwasrapidd,Low
DXO,1,gwasrapidd,Low
LOC124903824,1,gwasrapidd,Low
LOC105375008,1,gwasrapidd,Low
METTL5P1,1,gwasrapidd,Low
MTND1P27,1,gwasrapidd,Low
MMP24,1,gwasrapidd,Low
LINC02146,1,gwasrapidd,Low
LOC105378525,1,gwasrapidd,Low
ACTN4,1,gwasrapidd,Low
PHB1P18,1,gwasrapidd,Low
KDM4A-AS1,1,gwasrapidd,Low
FUOM,1,gwasrapidd,Low
DMAC2,1,gwasrapidd,Low
RPS26P8,1,gwasrapidd,Low
MIR941-4,1,gwasrapidd,Low
RPL23AP1,1,gwasrapidd,Low
MYO1H,1,gwasrapidd,Low
LOC100216346,1,gwasrapidd,Low
LOC107985908,1,gwasrapidd,Low
RN7SKP135,1,gwasrapidd,Low
MTND2P23,1,gwasrapidd,Low
MIR1286,1,gwasrapidd,Low
HEXIM1,1,gwasrapidd,Low
HBA2,1,gwasrapidd,Low
SNORD48,1,gwasrapidd,Low
RPL12P30,1,gwasrapidd,Low
RNU6ATAC16P,1,gwasrapidd,Low
NISCH,1,gwasrapidd,Low
PCAT19,1,gwasrapidd,Low
SNORA48,1,gwasrapidd,Low
MIR802,1,gwasrapidd,Low
PIP4P2,1,gwasrapidd,Low
MIR4688,1,gwasrapidd,Low
RN7SL475P,1,gwasrapidd,Low
MIR4280HG,1,gwasrapidd,Low
CALCP,1,gwasrapidd,Low
KRT18P46,1,gwasrapidd,Low
LOC112268156,1,gwasrapidd,Low
LOC100420742,1,gwasrapidd,Low
LINC02523,1,gwasrapidd,Low
LOC107985983,1,gwasrapidd,Low
CYP2C18,1,gwasrapidd,Low
RN7SKP288,1,gwasrapidd,Low
RAET1E-LRP11,1,gwasrapidd,Low
MTND4P6,1,gwasrapidd,Low
RNF213-AS1,1,gwasrapidd,Low
DIP2C-AS2,1,gwasrapidd,Low
LOC124901503,1,gwasrapidd,Low
PPP1R18,1,gwasrapidd,Low
MARCHF4,1,gwasrapidd,Low
RN7SL854P,1,gwasrapidd,Low
RELA-DT,1,gwasrapidd,Low
PABPC1P7,1,gwasrapidd,Low
PDCD5P2,1,gwasrapidd,Low
NBAT1,1,gwasrapidd,Low
LOC107985580,1,gwasrapidd,Low
LOC105376398,1,gwasrapidd,Low
LOC105375075,1,gwasrapidd,Low
BANF1P2,1,gwasrapidd,Low
PROX2,1,gwasrapidd,Low
RNF5,1,gwasrapidd,Low
C4B-AS1,1,gwasrapidd,Low
RPS14P1,1,gwasrapidd,Low
RPS2P55,1,gwasrapidd,Low
IER3,1,gwasrapidd,Low
